optimizer,lr,dropout,weight_decay,normalization,batch_size,epochs,final_train_loss,final_test_loss,final_test_accuracy,best_test_accuracy,best_epoch_num,epoch_train_losses,epoch_test_losses,epoch_test_accuracies
SGD,0.01,0.3,0.0001,None,128,10,0.38103544117926536,0.32988614196777344,0.8771,0.8771,9,"[1.1462545176304735, 0.63771340613172, 0.5462331935795132, 0.49878829832016025, 0.46510337950832553, 0.4418108936375392, 0.4236741729064791, 0.4050513315620199, 0.39669640727643013, 0.38103544117926536]","[0.6018350646972657, 0.48532418212890627, 0.4391958648681641, 0.4105912628173828, 0.3924199951171875, 0.37694568176269533, 0.36023719482421873, 0.3523545593261719, 0.34070640563964844, 0.32988614196777344]","[0.7751, 0.8218, 0.8381, 0.8514, 0.8599, 0.8652, 0.8705, 0.8713, 0.8735, 0.8771]"
SGD,0.01,0.3,0.0001,None,256,10,0.44992362121318247,0.3836227569580078,0.8541,0.8541,9,"[1.4456705111138364, 0.7814512278171296, 0.6579137733642091, 0.5937429320304952, 0.5538103019937556, 0.5253961192800644, 0.5001655837322804, 0.47983382039881767, 0.46303348909033104, 0.44992362121318247]","[0.7287598510742187, 0.5954766357421875, 0.5166597503662109, 0.4817801055908203, 0.4561265869140625, 0.4343890441894531, 0.41130631408691404, 0.4020396606445312, 0.39545628967285157, 0.3836227569580078]","[0.7323, 0.7792, 0.8112, 0.8235, 0.8322, 0.8381, 0.8462, 0.8503, 0.8525, 0.8541]"
SGD,0.01,0.3,0.0001,batchnorm,64,10,0.27081813229553736,0.23842775421142579,0.914,0.914,9,"[0.6600465640775176, 0.44001511592410014, 0.38924912962196734, 0.35557348189800025, 0.32944887342737683, 0.31185711805881466, 0.3018716251862837, 0.2866009423521155, 0.27666082599365127, 0.27081813229553736]","[0.39154830932617185, 0.32975333251953126, 0.291837646484375, 0.2832874694824219, 0.26953830718994143, 0.2563043960571289, 0.25400838317871094, 0.24293738555908204, 0.24079323120117188, 0.23842775421142579]","[0.8526, 0.8799, 0.8925, 0.8988, 0.8988, 0.9042, 0.9058, 0.9116, 0.9116, 0.914]"
SGD,0.01,0.3,0.0001,batchnorm,128,10,0.29520348524615203,0.2505965591430664,0.9086,0.9086,9,"[0.7702710226273486, 0.49716598856677885, 0.42623512894868343, 0.38977733476838067, 0.35921296801394237, 0.3452927600155507, 0.33035211687657373, 0.31645873649669354, 0.3025452590573317, 0.29520348524615203]","[0.4297887451171875, 0.3729462066650391, 0.3289548645019531, 0.30597838439941405, 0.28790971069335936, 0.2771872695922852, 0.2645641265869141, 0.2614344543457031, 0.25045138092041014, 0.2505965591430664]","[0.8441, 0.8614, 0.8773, 0.8867, 0.8951, 0.8992, 0.9048, 0.902, 0.9081, 0.9086]"
SGD,0.01,0.3,0.0001,batchnorm,256,10,0.3364681151319057,0.27182540283203127,0.9025,0.9025,9,"[0.8982734210947727, 0.5680942936146512, 0.4964083319014691, 0.4507889440719117, 0.4182919537767451, 0.39326932100539513, 0.37683901101984874, 0.3582946519902412, 0.3472880849812893, 0.3364681151319057]","[0.47972687377929685, 0.41576257019042967, 0.38027633361816404, 0.34738968200683595, 0.3246205902099609, 0.3156285400390625, 0.3048982177734375, 0.2998974090576172, 0.2815515686035156, 0.27182540283203127]","[0.8166, 0.8446, 0.8632, 0.8754, 0.8821, 0.8831, 0.8875, 0.8924, 0.8966, 0.9025]"
SGD,0.01,0.3,0.0001,layernorm,64,10,0.29304814379193633,0.2610970275878906,0.9043,0.9053,8,"[0.7433748955347899, 0.4938935084320081, 0.4292693375460883, 0.39429510024183595, 0.36563650426516403, 0.34556949272878895, 0.3305660913477956, 0.31531831584791387, 0.30340872456365303, 0.29304814379193633]","[0.46273616638183596, 0.38326009826660157, 0.3408958923339844, 0.3126410095214844, 0.29992404479980467, 0.28676988220214844, 0.27589821319580077, 0.27257259979248044, 0.25847116241455076, 0.2610970275878906]","[0.8183, 0.856, 0.8698, 0.8831, 0.8876, 0.8971, 0.9009, 0.9018, 0.9053, 0.9043]"
SGD,0.01,0.3,0.0001,layernorm,128,10,0.3172244302817245,0.2735124740600586,0.899,0.9004,8,"[0.8436877902255637, 0.5212783924679258, 0.4554332710151225, 0.41590592296901285, 0.39037110569126315, 0.3686853638971284, 0.35101292655666244, 0.3386685525748267, 0.32849376605772007, 0.3172244302817245]","[0.45244209899902343, 0.3923591033935547, 0.3510143859863281, 0.34043013610839845, 0.3107302703857422, 0.3001125946044922, 0.2991117462158203, 0.2851583435058594, 0.2720150207519531, 0.2735124740600586]","[0.8322, 0.8501, 0.8654, 0.8713, 0.8876, 0.8903, 0.8891, 0.8956, 0.9004, 0.899]"
SGD,0.01,0.3,0.0001,layernorm,256,10,0.34981733205470633,0.2925712371826172,0.8917,0.8917,9,"[0.9951108908399623, 0.5943694339153615, 0.5160079008721291, 0.4678770784367906, 0.43355734766797815, 0.4081937669439519, 0.38751312304050367, 0.3772256626727733, 0.3632186398861256, 0.34981733205470633]","[0.5090164520263671, 0.42817129821777344, 0.3908179931640625, 0.364231298828125, 0.3413006469726563, 0.3310188171386719, 0.3162251434326172, 0.3072672637939453, 0.2990481719970703, 0.2925712371826172]","[0.7956, 0.8406, 0.8567, 0.8638, 0.8707, 0.8776, 0.8816, 0.8838, 0.8902, 0.8917]"
SGD,0.001,0.0,0.0,None,64,10,0.47386796449992197,0.411933642578125,0.8523,0.8523,9,"[1.569861474258305, 0.8363619227526284, 0.7098529854181733, 0.6400265335909593, 0.5886179201765609, 0.5543944220235353, 0.5259894838910113, 0.5048525656368941, 0.4845682930971768, 0.47386796449992197]","[0.8076203369140625, 0.6587594787597656, 0.5836333374023438, 0.5427299987792968, 0.511267984008789, 0.49033233032226564, 0.4547530975341797, 0.44624093322753905, 0.4353164520263672, 0.411933642578125]","[0.7118, 0.7624, 0.7867, 0.8001, 0.8132, 0.8143, 0.8396, 0.841, 0.8418, 0.8523]"
SGD,0.001,0.0,0.0,None,128,10,0.6169208196688817,0.5368832611083985,0.8056,0.8056,9,"[1.9841370707127586, 1.1220049565789034, 0.9245838806319084, 0.8298091659667903, 0.7671074522837901, 0.7285938541263913, 0.6947148129629936, 0.6655791532129113, 0.6364597189528093, 0.6169208196688817]","[1.1763136474609375, 0.8711551452636719, 0.7445414489746094, 0.6996568237304688, 0.6430439453125, 0.6252414611816406, 0.608286572265625, 0.5711876159667969, 0.5563779907226563, 0.5368832611083985]","[0.6193, 0.6955, 0.7461, 0.7539, 0.7727, 0.7792, 0.7747, 0.7936, 0.7975, 0.8056]"
SGD,0.001,0.0,0.0,None,256,10,0.6983124552889073,0.6035275268554687,0.7843,0.7843,9,"[2.2569827171082193, 1.8398273331053714, 1.144989858789647, 0.9439862593691399, 0.8583072398571258, 0.8049080747239133, 0.7715983679954042, 0.7433234937647556, 0.7196578550846019, 0.6983124552889073]","[2.177032568359375, 1.21440859375, 0.86114794921875, 0.7700938293457031, 0.7197213989257812, 0.6852480163574218, 0.6621358337402343, 0.6410612976074219, 0.6172518859863281, 0.6035275268554687]","[0.3905, 0.6326, 0.7076, 0.7312, 0.7407, 0.7556, 0.7643, 0.7693, 0.7774, 0.7843]"
SGD,0.001,0.0,0.0,batchnorm,64,10,0.2789582586658598,0.2633580307006836,0.9042,0.9042,9,"[0.7473711406688954, 0.4849607486015698, 0.42044674492339845, 0.3804532336845581, 0.35005477469549506, 0.33271949234674736, 0.31194791729166815, 0.29922649776662336, 0.2880135272293965, 0.2789582586658598]","[0.43891792907714844, 0.3767486541748047, 0.3434025665283203, 0.3193155792236328, 0.30998358154296873, 0.29327203369140625, 0.28772225646972655, 0.27629540252685547, 0.2775521514892578, 0.2633580307006836]","[0.8439, 0.8637, 0.8753, 0.8836, 0.8876, 0.8917, 0.8936, 0.8989, 0.8975, 0.9042]"
SGD,0.001,0.0,0.0,batchnorm,128,10,0.3267707908267914,0.2904626525878906,0.8937,0.8937,9,"[0.8832839912951373, 0.5636969244302209, 0.4843708610992188, 0.43791243364053495, 0.4064478678172077, 0.38407127413032915, 0.3667171300092994, 0.3496163639305497, 0.3351591026732154, 0.3267707908267914]","[0.4930214111328125, 0.4221035369873047, 0.3830484954833984, 0.3595872711181641, 0.3399593994140625, 0.32705130310058594, 0.31592418518066406, 0.3028461990356445, 0.2967967987060547, 0.2904626525878906]","[0.8284, 0.8477, 0.8622, 0.8706, 0.8761, 0.8801, 0.8853, 0.8915, 0.8919, 0.8937]"
SGD,0.001,0.0,0.0,batchnorm,256,10,0.4016131834780916,0.34321171264648437,0.8735,0.8735,9,"[1.101159131526947, 0.695318134794844, 0.6019686312117475, 0.5456692443249074, 0.5049169457973318, 0.4738467820147251, 0.45327907496310293, 0.43296416477954136, 0.416592060631894, 0.4016131834780916]","[0.5936002746582031, 0.4972987884521484, 0.45138739013671875, 0.42127413940429687, 0.4001354827880859, 0.3841284332275391, 0.37121428833007813, 0.36093451538085936, 0.3506008026123047, 0.34321171264648437]","[0.803, 0.8312, 0.8405, 0.8513, 0.8583, 0.864, 0.8653, 0.8708, 0.8729, 0.8735]"
SGD,0.001,0.0,0.0,layernorm,64,10,0.30434400193504435,0.278760383605957,0.8966,0.8966,9,"[0.800835093741478, 0.5154267521555236, 0.4458253247333742, 0.40910861135990634, 0.37762943930081977, 0.35846007202289254, 0.34212315352613737, 0.32537946534722345, 0.31773337246830274, 0.30434400193504435]","[0.46472558288574217, 0.39397262573242187, 0.36107349853515625, 0.33513638000488283, 0.3260368377685547, 0.31023090209960935, 0.30005943298339843, 0.29319188842773436, 0.287107080078125, 0.278760383605957]","[0.833, 0.8548, 0.867, 0.8763, 0.8773, 0.8871, 0.8872, 0.8935, 0.8912, 0.8966]"
SGD,0.001,0.0,0.0,layernorm,128,10,0.36778668687541854,0.3278596313476563,0.883,0.883,9,"[0.9507857373020033, 0.6214612710958859, 0.5406645916418226, 0.4909569793291438, 0.4570418203563324, 0.4320314666355597, 0.41276033724676064, 0.397266627438287, 0.38275625679030345, 0.36778668687541854]","[0.5564138793945312, 0.47452622680664064, 0.42848474426269534, 0.40508956604003904, 0.3811721893310547, 0.37431913146972656, 0.35337029418945315, 0.3467325103759766, 0.3420361785888672, 0.3278596313476563]","[0.8029, 0.8293, 0.8465, 0.8582, 0.8648, 0.8662, 0.8711, 0.8728, 0.874, 0.883]"
SGD,0.001,0.0,0.0,layernorm,256,10,0.4317706028197674,0.3588042572021484,0.8683,0.8686,8,"[1.2303824792516993, 0.7648761635131024, 0.6507321407186224, 0.5853169560432434, 0.5409154209684819, 0.5116493709543918, 0.48494544561873093, 0.4665656699779186, 0.444600378325645, 0.4317706028197674]","[0.6820390991210937, 0.55347998046875, 0.4950985534667969, 0.4611496765136719, 0.4349468200683594, 0.41464517822265623, 0.39415320739746096, 0.38338103942871093, 0.36894293823242186, 0.3588042572021484]","[0.7724, 0.8054, 0.8244, 0.8389, 0.8484, 0.8552, 0.8577, 0.8636, 0.8686, 0.8683]"
SGD,0.001,0.0,0.0001,None,64,10,0.49804455342132653,0.43894359130859373,0.8408,0.8408,9,"[1.5770280503514986, 0.8691121752201113, 0.7558009843073928, 0.6880320995283533, 0.6377922044252791, 0.5941340026062435, 0.5605442315848397, 0.5348990817250473, 0.5145081260374614, 0.49804455342132653]","[0.8239790771484375, 0.6887095886230469, 0.6235972412109375, 0.5833619201660156, 0.5413069000244141, 0.5135364990234375, 0.48097286071777345, 0.4763080810546875, 0.45314742126464846, 0.43894359130859373]","[0.7009, 0.7447, 0.7748, 0.7862, 0.804, 0.8165, 0.8258, 0.8223, 0.8357, 0.8408]"
SGD,0.001,0.0,0.0001,None,128,10,0.6161697586970543,0.5356181823730469,0.8052,0.8052,9,"[1.8698638138740555, 1.0274715226596352, 0.8608483046865159, 0.7897860675986642, 0.742652781101178, 0.710648033664679, 0.6807378392610977, 0.6539815053629723, 0.6345369726228816, 0.6161697586970543]","[1.0393193542480468, 0.7816425170898438, 0.7126645629882813, 0.668274609375, 0.6306298156738281, 0.6065602111816406, 0.5840200744628906, 0.5683520568847656, 0.5446545104980469, 0.5356181823730469]","[0.6497, 0.7249, 0.7403, 0.7583, 0.7729, 0.7764, 0.7888, 0.7927, 0.8023, 0.8052]"
SGD,0.001,0.0,0.0001,None,256,10,0.6962385552994749,0.5958278503417969,0.7843,0.7843,9,"[2.2798570176388355, 2.1969852031545436, 1.7912597083030863, 1.2086834580340284, 0.9693385864825959, 0.862510970551917, 0.7974291172433406, 0.7574263070492034, 0.723591364951844, 0.6962385552994749]","[2.25299189453125, 2.0835242919921875, 1.261228466796875, 0.8899727172851563, 0.7613768798828126, 0.7089623718261718, 0.6687660888671875, 0.64173623046875, 0.6157695556640626, 0.5958278503417969]","[0.3004, 0.4585, 0.6483, 0.6996, 0.7242, 0.747, 0.7608, 0.7665, 0.7772, 0.7843]"
SGD,0.001,0.0,0.0001,batchnorm,64,10,0.27289210197958613,0.26158018341064454,0.9055,0.9055,9,"[0.7345747011048454, 0.47656341345071285, 0.41291482567088184, 0.3714909581646228, 0.3447936797447042, 0.32253712040783244, 0.30878266270385624, 0.292795574288569, 0.2833940341893925, 0.27289210197958613]","[0.4299330169677734, 0.3662399200439453, 0.34469898681640626, 0.32099496459960936, 0.30466375427246095, 0.2959646453857422, 0.28723121185302736, 0.27531463928222655, 0.2668967483520508, 0.26158018341064454]","[0.8467, 0.8666, 0.8754, 0.8852, 0.8872, 0.8923, 0.8963, 0.9007, 0.9032, 0.9055]"
SGD,0.001,0.0,0.0001,batchnorm,128,10,0.3270470042154987,0.2949076171875,0.8914,0.8914,9,"[0.894477957093131, 0.5626171713571813, 0.48522353725138506, 0.4385375587035344, 0.40891286578259745, 0.3837429938921288, 0.3660121357707835, 0.3524537685710484, 0.3394492464279061, 0.3270470042154987]","[0.49527644348144534, 0.42347342834472657, 0.38468844604492186, 0.36317550964355466, 0.34389585876464845, 0.33538799133300784, 0.3199311828613281, 0.3114005340576172, 0.30475494995117186, 0.2949076171875]","[0.8247, 0.8477, 0.8611, 0.8685, 0.8769, 0.8771, 0.8831, 0.887, 0.8868, 0.8914]"
SGD,0.001,0.0,0.0001,batchnorm,256,10,0.39421167804839763,0.3423555908203125,0.8768,0.8768,9,"[1.0884912637954063, 0.6749623930200618, 0.5797944155145198, 0.5298213309430061, 0.49288368859189624, 0.46564950727401894, 0.44616802284058105, 0.42318168320554367, 0.40909560474943607, 0.39421167804839763]","[0.5857307678222656, 0.49385641479492187, 0.4487125396728516, 0.4216606384277344, 0.40090943908691407, 0.3828902770996094, 0.3712123809814453, 0.35866844787597657, 0.35054788208007814, 0.3423555908203125]","[0.8043, 0.8277, 0.8445, 0.8519, 0.8592, 0.866, 0.8688, 0.8718, 0.8737, 0.8768]"
SGD,0.001,0.0,0.0001,layernorm,64,10,0.2966752419911468,0.2698725524902344,0.9041,0.9041,9,"[0.8252507903492019, 0.5196101281688665, 0.44780619172399233, 0.40218624480561155, 0.37695504610599484, 0.35469544413628606, 0.3344912466638759, 0.32158358253713354, 0.30616016407161634, 0.2966752419911468]","[0.4668246643066406, 0.3948789642333984, 0.3545662048339844, 0.3390063659667969, 0.32106085510253907, 0.3066524963378906, 0.2963480712890625, 0.28770198211669923, 0.2851034484863281, 0.2698725524902344]","[0.8309, 0.8568, 0.8699, 0.876, 0.8833, 0.8874, 0.8941, 0.894, 0.8963, 0.9041]"
SGD,0.001,0.0,0.0001,layernorm,128,10,0.35930987039227474,0.31486885375976564,0.8841,0.8841,9,"[0.9596234413860704, 0.6182435459292519, 0.5296725841727592, 0.4806299398957031, 0.44694270082374116, 0.42256710953168525, 0.4018327105464712, 0.3850306984203965, 0.36961611971926334, 0.35930987039227474]","[0.5510692016601563, 0.4597330047607422, 0.41091866455078124, 0.3853551513671875, 0.37264081726074216, 0.3501391510009766, 0.3408843475341797, 0.3353767303466797, 0.32394501953125, 0.31486885375976564]","[0.8052, 0.8316, 0.8535, 0.8609, 0.8647, 0.8727, 0.8769, 0.8779, 0.8799, 0.8841]"
SGD,0.001,0.0,0.0001,layernorm,256,10,0.4148021288374637,0.3513773345947266,0.874,0.874,9,"[1.1717336005352914, 0.7240493188513086, 0.6179052134777637, 0.5563725234346187, 0.5143422196520135, 0.4872671743656727, 0.46453647537434356, 0.442012058039929, 0.42510386401034417, 0.4148021288374637]","[0.6379990661621093, 0.5176876770019532, 0.4645086944580078, 0.42907578125, 0.40974739990234377, 0.3954307556152344, 0.3805477783203125, 0.37037350463867186, 0.3591809295654297, 0.3513773345947266]","[0.7792, 0.8166, 0.8333, 0.8456, 0.8527, 0.8568, 0.8633, 0.8655, 0.8711, 0.874]"
SGD,0.001,0.3,0.0,None,64,10,0.5772112930443749,0.47837655029296877,0.8263,0.8263,9,"[1.8733917578959516, 1.0579769810252606, 0.8686063460576763, 0.7772602884055201, 0.7175670775777495, 0.6795672998944325, 0.6428277175754372, 0.6177353837024937, 0.5973306927663177, 0.5772112930443749]","[0.9864496154785156, 0.7462473022460937, 0.6554451232910157, 0.6106333984375, 0.585687451171875, 0.5461617370605468, 0.5225123504638672, 0.5021100189208985, 0.4990874938964844, 0.47837655029296877]","[0.6391, 0.731, 0.7625, 0.7674, 0.7789, 0.7989, 0.8123, 0.8181, 0.8123, 0.8263]"
SGD,0.001,0.3,0.0,None,128,10,0.7063546867640034,0.577512939453125,0.7837,0.7837,9,"[2.2867403676006584, 1.957390265678292, 1.2613965630022956, 1.036584238762032, 0.9228381614949404, 0.8612421398986377, 0.8088986285205589, 0.773766461974268, 0.7344086113006576, 0.7063546867640034]","[2.223646826171875, 1.209103662109375, 0.8734299987792968, 0.7845119689941407, 0.7181637268066406, 0.679794287109375, 0.6461528381347657, 0.624410205078125, 0.5982466735839844, 0.577512939453125]","[0.3001, 0.6009, 0.678, 0.7192, 0.7419, 0.7552, 0.7631, 0.7727, 0.7771, 0.7837]"
SGD,0.001,0.3,0.0,None,256,10,0.8902193254612861,0.7133838623046875,0.7481,0.7481,9,"[2.2784343455700165, 2.0888835166363005, 1.611302026789239, 1.3036697732641342, 1.1610953467957517, 1.0747783003969396, 1.00640660625823, 0.9646523787620219, 0.9202077703273043, 0.8902193254612861]","[2.2145402587890626, 1.6644523193359375, 1.1423231079101563, 0.9744187927246094, 0.8961653259277343, 0.8378444519042969, 0.7973106750488281, 0.7680740356445312, 0.7415173461914063, 0.7133838623046875]","[0.2486, 0.5654, 0.6075, 0.653, 0.6772, 0.7052, 0.7186, 0.7363, 0.7365, 0.7481]"
SGD,0.001,0.3,0.0,batchnorm,64,10,0.41566827778877224,0.33672745666503906,0.873,0.873,9,"[1.06833995742076, 0.6923843045542235, 0.6015766263961284, 0.5494458389752455, 0.514006502179703, 0.48810509471560337, 0.4656874807213924, 0.44638826172234913, 0.42917705760962926, 0.41566827778877224]","[0.5503752380371094, 0.48382552490234376, 0.4385004150390625, 0.41400699157714843, 0.39115622863769534, 0.3744203063964844, 0.3637239166259766, 0.3494831146240234, 0.34182647094726565, 0.33672745666503906]","[0.7932, 0.821, 0.8384, 0.8483, 0.8554, 0.8634, 0.8663, 0.8698, 0.8719, 0.873]"
SGD,0.001,0.3,0.0,batchnorm,128,10,0.4909957135155765,0.3694065612792969,0.8656,0.8656,9,"[1.3873980566382662, 0.8756176849672281, 0.7430527461871409, 0.6691200585126369, 0.6217461730371406, 0.5839091021496096, 0.5527359733957726, 0.529318788031271, 0.5105738486689545, 0.4909957135155765]","[0.675597021484375, 0.5617654296875, 0.5047305389404297, 0.47142239990234375, 0.44200272521972656, 0.4230458892822266, 0.4083939483642578, 0.3933892822265625, 0.3789776824951172, 0.3694065612792969]","[0.7677, 0.7989, 0.8186, 0.8291, 0.8392, 0.846, 0.8499, 0.8566, 0.8612, 0.8656]"
SGD,0.001,0.3,0.0,batchnorm,256,10,0.6000034050738557,0.4523340423583984,0.8302,0.8302,9,"[1.6334280049547236, 1.0294744357149652, 0.8771825587495844, 0.7921332176695479, 0.7378797313000294, 0.6981831558207248, 0.6638247981984564, 0.6410858670447735, 0.6197574535582928, 0.6000034050738557]","[0.8200005554199219, 0.6643643737792969, 0.5966006530761718, 0.5551613098144531, 0.5286263732910156, 0.5064438568115235, 0.4908768859863281, 0.4755394989013672, 0.46458586120605466, 0.4523340423583984]","[0.7333, 0.7633, 0.7754, 0.786, 0.7945, 0.804, 0.8121, 0.8184, 0.8226, 0.8302]"
SGD,0.001,0.3,0.0,layernorm,64,10,0.43399111902726484,0.35083755493164065,0.8687,0.8687,9,"[1.2325258357946807, 0.7499702445416054, 0.6287988367746634, 0.566472020595948, 0.526139286694242, 0.5021721867483053, 0.481612071982706, 0.4646690856260277, 0.4431075545897616, 0.43399111902726484]","[0.6142360534667969, 0.5126343200683594, 0.45833448791503906, 0.43094600219726564, 0.40872294921875, 0.3937370330810547, 0.38162825317382815, 0.36622451171875, 0.36227318420410154, 0.35083755493164065]","[0.7817, 0.8086, 0.8323, 0.842, 0.8501, 0.853, 0.8575, 0.8632, 0.8634, 0.8687]"
SGD,0.001,0.3,0.0,layernorm,128,10,0.5193743692405188,0.4014984069824219,0.8537,0.8537,9,"[1.4900669890171938, 0.9465029545938537, 0.7838351603255851, 0.702842711322089, 0.6528273021488555, 0.611799479674683, 0.5805951354346042, 0.5540936962882085, 0.5359578407141191, 0.5193743692405188]","[0.745684228515625, 0.6067824951171875, 0.542846142578125, 0.5077155059814453, 0.480090283203125, 0.45313826599121093, 0.4373832489013672, 0.4207660247802734, 0.4076425262451172, 0.4014984069824219]","[0.7422, 0.7762, 0.7974, 0.8129, 0.8243, 0.8354, 0.8404, 0.8453, 0.8512, 0.8537]"
SGD,0.001,0.3,0.0,layernorm,256,10,0.609721169446377,0.47091744995117185,0.8272,0.8272,9,"[1.7330375331513426, 1.1200022517366612, 0.9343812133403535, 0.8296702192184773, 0.7677870037707877, 0.7197319723190145, 0.6826666646815361, 0.6589778197572587, 0.6315194123602929, 0.609721169446377]","[0.8854825073242187, 0.6954880432128906, 0.6199383911132812, 0.5765026611328125, 0.5482399780273437, 0.5275537689208984, 0.5092382781982422, 0.49430054321289063, 0.4806311004638672, 0.47091744995117185]","[0.7054, 0.746, 0.7693, 0.7825, 0.7923, 0.7973, 0.8061, 0.8142, 0.8196, 0.8272]"
SGD,0.001,0.3,0.0001,None,64,10,0.5959054181443603,0.5001438842773438,0.8184,0.8184,9,"[1.7113465687740586, 1.0274126520797389, 0.872958395590406, 0.7922481092245086, 0.7389687783936701, 0.6960548950410855, 0.6655541985019692, 0.6343695941383142, 0.6170602299130039, 0.5959054181443603]","[0.94278515625, 0.7710732177734375, 0.6841541687011718, 0.6322953063964843, 0.5975163269042969, 0.573734912109375, 0.546686376953125, 0.5283209075927734, 0.5139506286621094, 0.5001438842773438]","[0.6536, 0.7152, 0.7494, 0.7689, 0.7748, 0.7892, 0.7959, 0.8034, 0.8149, 0.8184]"
SGD,0.001,0.3,0.0001,None,128,10,0.6927633319200992,0.5663284118652344,0.7882,0.7882,9,"[2.2440881281773417, 1.6120743487181186, 1.1376479542585833, 0.9729754795143599, 0.8846738024561136, 0.8287683872780057, 0.7860253772247575, 0.7408677281728432, 0.7141634166749047, 0.6927633319200992]","[2.025831298828125, 0.9936853881835938, 0.8277427062988282, 0.7401277587890625, 0.6936360473632812, 0.6558802978515625, 0.6246691345214844, 0.6033609069824218, 0.5811653442382813, 0.5663284118652344]","[0.4469, 0.6624, 0.6963, 0.7296, 0.7521, 0.7639, 0.7715, 0.77, 0.7847, 0.7882]"
SGD,0.001,0.3,0.0001,None,256,10,0.7783193162147035,0.5990483764648438,0.7765,0.7765,9,"[2.289983313134376, 2.2368593794234255, 2.0178453313543443, 1.5333483995275294, 1.2243470704301875, 1.0541387631538066, 0.9490627167072702, 0.8751208642695812, 0.8181177887510747, 0.7783193162147035]","[2.2568577880859375, 2.140844482421875, 1.5640528442382813, 1.041775927734375, 0.851913330078125, 0.7537949584960938, 0.693836572265625, 0.6515063171386719, 0.6235959838867188, 0.5990483764648438]","[0.3949, 0.4533, 0.5806, 0.6821, 0.7181, 0.7338, 0.7509, 0.7619, 0.7724, 0.7765]"
SGD,0.001,0.3,0.0001,batchnorm,64,10,0.41814079740916743,0.33563688049316404,0.8778,0.8778,9,"[1.1085018282378916, 0.6980392838528415, 0.6038809897167596, 0.5537559778324322, 0.5199430688167177, 0.4880422111322631, 0.46287208803490537, 0.4454815045380389, 0.4306324706244062, 0.41814079740916743]","[0.5671946228027344, 0.48524566040039063, 0.44333123779296874, 0.4134627105712891, 0.3894659332275391, 0.37308341674804685, 0.36178152160644533, 0.35083009643554686, 0.3401215850830078, 0.33563688049316404]","[0.7845, 0.8218, 0.838, 0.8505, 0.8549, 0.8629, 0.866, 0.871, 0.8761, 0.8778]"
SGD,0.001,0.3,0.0001,batchnorm,128,10,0.4872821474126153,0.37712638244628904,0.862,0.862,9,"[1.335604012393748, 0.8138395594889676, 0.7043432909161297, 0.6410139110296774, 0.6023875376435993, 0.56810486939416, 0.541433983202428, 0.521759318136203, 0.5054721917424884, 0.4872821474126153]","[0.6294126892089844, 0.535193276977539, 0.48861937866210936, 0.46387163696289063, 0.4414231689453125, 0.42318963317871094, 0.40884586486816404, 0.39447888488769534, 0.3852155822753906, 0.37712638244628904]","[0.7739, 0.801, 0.8195, 0.8301, 0.8378, 0.845, 0.8487, 0.8544, 0.8573, 0.862]"
SGD,0.001,0.3,0.0001,batchnorm,256,10,0.6010568149546359,0.4436567565917969,0.8347,0.8347,9,"[1.6899756974362312, 1.0546622806407036, 0.8912290408256206, 0.8045995374943348, 0.7452683811492108, 0.7052729454446346, 0.6743167032586768, 0.6432511428569225, 0.6222448677458662, 0.6010568149546359]","[0.8231107421875, 0.6556427001953125, 0.5912722290039063, 0.5503528198242188, 0.5244002471923828, 0.5027235595703125, 0.48468910217285155, 0.46740872497558594, 0.4530612335205078, 0.4436567565917969]","[0.7429, 0.7742, 0.786, 0.7977, 0.806, 0.8144, 0.8231, 0.8293, 0.8332, 0.8347]"
