optimizer,lr,dropout,weight_decay,normalization,batch_size,epochs,final_train_loss,final_test_loss,final_test_accuracy,best_test_accuracy,best_epoch_num,epoch_train_losses,epoch_test_losses,epoch_test_accuracies
SGD,0.001,0.0,0.0,layernorm,128,10,0.6750592621150555,0.49440147399902346,0.8212,0.8212,9,"[1.6615017848228342, 1.1596032410288162, 0.9833811339793175, 0.8913624483639243, 0.8281408913099944, 0.7816287694709387, 0.7480029611191007, 0.7187431692949998, 0.6924169319652037, 0.6750592621150555]","[1.0330613037109375, 0.7947142211914062, 0.6869755676269531, 0.6274726379394531, 0.5880929260253906, 0.564248193359375, 0.5395753631591796, 0.5218220397949219, 0.5036364990234375, 0.49440147399902346]","[0.6979, 0.7368, 0.7633, 0.7757, 0.7938, 0.8, 0.806, 0.8143, 0.8194, 0.8212]"
SGD,0.001,0.0,0.0,layernorm,256,10,0.7868887645132998,0.5630218566894531,0.8024,0.8024,9,"[1.931313708995251, 1.3603245841695908, 1.163721271778675, 1.053625944066555, 0.9744767143371257, 0.9232872270523234, 0.8791960046646443, 0.8430997011509348, 0.8085465933414215, 0.7868887645132998]","[1.2692884765625, 0.9544405883789062, 0.8270534851074218, 0.7463481872558594, 0.6937109436035156, 0.6566184875488281, 0.6263487487792969, 0.6016703918457031, 0.5813214416503907, 0.5630218566894531]","[0.6542, 0.712, 0.739, 0.7552, 0.7674, 0.7778, 0.7851, 0.7939, 0.7982, 0.8024]"
SGD,0.001,0.0,0.0001,None,64,10,0.6802929729413885,0.5229627014160156,0.8047,0.8047,9,"[1.7521428009594426, 1.1548154155836938, 0.9619488691978617, 0.8684725916144181, 0.8133209246371601, 0.7694059780983529, 0.7383755243409162, 0.7116338351387967, 0.6948945419366426, 0.6802929729413885]","[1.1001995483398437, 0.8064731140136718, 0.7015834167480469, 0.6480824951171875, 0.6089167541503906, 0.58187724609375, 0.5636831909179687, 0.5471697631835938, 0.5371200927734375, 0.5229627014160156]","[0.6856, 0.729, 0.7509, 0.7633, 0.7754, 0.7837, 0.7887, 0.7958, 0.7995, 0.8047]"
SGD,0.001,0.0,0.0001,None,128,10,0.8041816414800534,0.631852587890625,0.7737,0.7737,9,"[2.019909586225237, 1.515163094250124, 1.2372665067217243, 1.0990056386634486, 1.0116383602370078, 0.9485263521991559, 0.9034301272587482, 0.8691943369186255, 0.8361140610312602, 0.8041816414800534]","[1.6172099243164062, 1.1305264282226561, 0.9311194152832031, 0.8366792907714844, 0.7746924011230468, 0.7323042236328124, 0.7047634094238281, 0.6735076538085938, 0.6505440551757813, 0.631852587890625]","[0.5872, 0.6767, 0.7054, 0.7229, 0.7326, 0.7445, 0.7508, 0.7579, 0.7651, 0.7737]"
SGD,0.001,0.0,0.0001,None,256,10,0.9553026737050807,0.7218877502441406,0.7462,0.7462,9,"[2.1845051400204922, 1.9219786836745891, 1.6493522436060803, 1.4235623182134425, 1.2741870484453566, 1.1685597001238073, 1.0987951215277327, 1.0399811625480653, 0.9911635525683139, 0.9553026737050807]","[2.00463779296875, 1.658082275390625, 1.3265904052734374, 1.1040742919921875, 0.9699686889648438, 0.8814945251464844, 0.8261879455566407, 0.7810703857421875, 0.7475450256347657, 0.7218877502441406]","[0.4105, 0.5592, 0.6453, 0.6983, 0.7115, 0.7169, 0.7258, 0.734, 0.7359, 0.7462]"
SGD,0.001,0.0,0.0001,batchnorm,64,10,0.5641207334392869,0.4273947021484375,0.8488,0.8488,9,"[1.360892485898695, 0.9249590217812992, 0.8058590427009281, 0.7361724303920132, 0.6840718082591161, 0.6466005778134759, 0.6254092826962725, 0.6015161913849397, 0.5821725111017858, 0.5641207334392869]","[0.7700898010253906, 0.6199962646484375, 0.5562083618164062, 0.5208292510986328, 0.49246658630371093, 0.4704940216064453, 0.4578457611083984, 0.4450770263671875, 0.432373388671875, 0.4273947021484375]","[0.7427, 0.7783, 0.8005, 0.8136, 0.8235, 0.8324, 0.8364, 0.8382, 0.8458, 0.8488]"
SGD,0.001,0.0,0.0001,batchnorm,128,10,0.668315718613708,0.507869223022461,0.8189,0.8189,9,"[1.5253526633228067, 1.0621219362531389, 0.935751785093279, 0.8576705590494151, 0.8029794686638725, 0.7660685575593, 0.7363595412229933, 0.7096384324625865, 0.6835294440865263, 0.668315718613708]","[0.8925759887695313, 0.7413569152832031, 0.6655766662597656, 0.6252942016601563, 0.5931540710449219, 0.567272998046875, 0.5500221740722656, 0.5348794494628907, 0.518760708618164, 0.507869223022461]","[0.7311, 0.755, 0.7723, 0.7851, 0.7932, 0.8008, 0.8041, 0.8108, 0.817, 0.8189]"
SGD,0.001,0.0,0.0001,batchnorm,256,10,0.80786180876671,0.6086714050292968,0.7896,0.7896,9,"[1.8953886798087587, 1.3277412373968895, 1.1667474898886174, 1.0684941200499838, 0.9978026488994031, 0.9439260766861287, 0.9000363512242094, 0.8644692048113397, 0.8366317378713729, 0.80786180876671]","[1.2125421752929688, 0.9807795837402343, 0.8601837158203125, 0.7930260070800781, 0.7392922790527344, 0.703763232421875, 0.6714698181152344, 0.6435064025878906, 0.6249971923828125, 0.6086714050292968]","[0.6599, 0.7173, 0.7365, 0.7496, 0.7591, 0.769, 0.7759, 0.7805, 0.7839, 0.7896]"
SGD,0.001,0.0,0.0001,layernorm,64,10,0.5593219920198547,0.4275193511962891,0.843,0.843,9,"[1.3373214591032407, 0.9123256661490337, 0.788940116127671, 0.7191653426395042, 0.672429018246848, 0.6433285732132031, 0.6181584222039689, 0.5940199324062893, 0.5785767193287928, 0.5593219920198547]","[0.7315279907226563, 0.603090478515625, 0.5457965270996094, 0.5131742492675782, 0.486107177734375, 0.47106398620605466, 0.4546774200439453, 0.45244251403808594, 0.43514407958984375, 0.4275193511962891]","[0.7682, 0.795, 0.8055, 0.8178, 0.8284, 0.8292, 0.8363, 0.8353, 0.8414, 0.843]"
SGD,0.001,0.0,0.0001,layernorm,128,10,0.6531173630691032,0.4843672119140625,0.8303,0.8303,9,"[1.5882478393217139, 1.1091407546356542, 0.9525564798414071, 0.8694019552741223, 0.8113366387037835, 0.7628353708334314, 0.7287989431606935, 0.6993052443461631, 0.6727610468737352, 0.6531173630691032]","[0.9598365417480469, 0.7716480041503906, 0.6819714416503906, 0.6273992797851563, 0.5908456359863281, 0.5621761840820313, 0.5385844421386718, 0.5157264556884765, 0.49731182861328127, 0.4843672119140625]","[0.7119, 0.7508, 0.7717, 0.7838, 0.797, 0.8044, 0.8119, 0.8202, 0.8261, 0.8303]"
SGD,0.001,0.0,0.0001,layernorm,256,10,0.8335037530736721,0.603623486328125,0.7904,0.7904,9,"[1.9482265142684287, 1.5233039409556288, 1.2994993559857633, 1.1653776107950413, 1.0675025950086878, 0.9957028239331347, 0.9376514739178596, 0.8961702410210954, 0.8626011850986075, 0.8335037530736721]","[1.460682177734375, 1.130648681640625, 0.9536570678710937, 0.8444357177734375, 0.7739134582519531, 0.718153857421875, 0.6749294616699218, 0.6483890319824219, 0.6231397705078126, 0.603623486328125]","[0.6072, 0.6769, 0.7183, 0.74, 0.7509, 0.7626, 0.7739, 0.7773, 0.7869, 0.7904]"
SGD,0.001,0.3,0.0,None,64,10,0.7995620215498308,0.5925781005859375,0.7793,0.7793,9,"[1.968857581808623, 1.4710619068349093, 1.2354291683193972, 1.0981436655211296, 1.0117201968423848, 0.9414061760978658, 0.8962764243708491, 0.8627700112394686, 0.824077100959668, 0.7995620215498308]","[1.3734620361328125, 0.9930418273925782, 0.8500650390625, 0.769450830078125, 0.7101138854980469, 0.676049072265625, 0.6453920593261718, 0.6278495971679687, 0.6075365234375, 0.5925781005859375]","[0.6356, 0.6978, 0.7196, 0.7325, 0.7502, 0.7508, 0.7608, 0.7682, 0.7746, 0.7793]"
SGD,0.001,0.3,0.0,None,128,10,0.934625828571157,0.6814288940429688,0.7479,0.7479,9,"[2.0980516532336724, 1.700509715944465, 1.4401974596702722, 1.2818872532102346, 1.1816634706088476, 1.106713303116593, 1.0471603388725312, 1.0058540314245326, 0.964923742229242, 0.934625828571157]","[1.687665576171875, 1.2289105712890624, 1.003841082763672, 0.8886069458007813, 0.8215052551269532, 0.7806999633789062, 0.7445798156738281, 0.7177713500976562, 0.6981718139648437, 0.6814288940429688]","[0.5103, 0.6574, 0.6792, 0.6953, 0.7069, 0.7212, 0.7304, 0.7354, 0.7427, 0.7479]"
SGD,0.001,0.3,0.0,None,256,10,1.2712355441235481,0.916204248046875,0.7203,0.7203,9,"[2.242634625130511, 2.0609158120256788, 1.908489500208104, 1.7718340346153747, 1.657747594853665, 1.5541632951574123, 1.4617541160989316, 1.3839910532565827, 1.3235396070683256, 1.2712355441235481]","[2.074361083984375, 1.8300424438476564, 1.6230742553710937, 1.4520477783203125, 1.3124988647460938, 1.1978132202148437, 1.1024838256835938, 1.0311558532714844, 0.9672967102050781, 0.916204248046875]","[0.4415, 0.563, 0.5883, 0.6168, 0.6454, 0.6724, 0.6904, 0.7019, 0.7133, 0.7203]"
SGD,0.001,0.3,0.0,batchnorm,64,10,0.7004700656384547,0.5175469299316406,0.8005,0.8005,9,"[1.5714654336606007, 1.1096743336364405, 0.976379260071305, 0.9016142275923097, 0.8403336673593724, 0.8011772235446393, 0.7674587722589721, 0.7416851260959466, 0.7161980316455938, 0.7004700656384547]","[0.8341033081054687, 0.712172705078125, 0.6505728515625, 0.6121519165039062, 0.5877643127441406, 0.5647979125976562, 0.5490942749023437, 0.5344229736328125, 0.5208807434082031, 0.5175469299316406]","[0.7284, 0.7483, 0.7614, 0.7698, 0.7775, 0.784, 0.7911, 0.7932, 0.7995, 0.8005]"
SGD,0.001,0.3,0.0,batchnorm,128,10,0.8360982206838725,0.5740717529296875,0.792,0.792,9,"[2.0302887804218446, 1.477862224141672, 1.2516042273690198, 1.1259463139688537, 1.0421535426111364, 0.9786272489948313, 0.924973835950213, 0.8925810826104333, 0.8573204871179707, 0.8360982206838725]","[1.2998193115234375, 0.9505399780273438, 0.8045054138183594, 0.727871875, 0.6805163024902344, 0.647991845703125, 0.6222365966796874, 0.60197744140625, 0.5853954650878906, 0.5740717529296875]","[0.6524, 0.7228, 0.7428, 0.7538, 0.7638, 0.7718, 0.7761, 0.7815, 0.788, 0.792]"
SGD,0.001,0.3,0.0,batchnorm,256,10,0.9865726772775041,0.6599033142089844,0.7674,0.7674,9,"[2.1939623964593764, 1.6367977167697663, 1.4481239775393873, 1.3170762615000948, 1.2232699358716923, 1.1601116459420386, 1.1020014666496438, 1.060877988439925, 1.024986920711842, 0.9865726772775041]","[1.3665317138671875, 1.1273060546875, 0.9730827758789062, 0.8722183776855469, 0.8134572265625, 0.7621645690917969, 0.7298597351074219, 0.7021441650390625, 0.6795726684570312, 0.6599033142089844]","[0.624, 0.6869, 0.7224, 0.7337, 0.7422, 0.7451, 0.7523, 0.7573, 0.7624, 0.7674]"
SGD,0.001,0.3,0.0,layernorm,64,10,0.6992912912038344,0.4959979309082031,0.8204,0.8204,9,"[1.6925202872453213, 1.1584350886756678, 0.9984110729780786, 0.9040894324083064, 0.8430177457868926, 0.7969350664854558, 0.7621725745546792, 0.7405643845672039, 0.7141415773233625, 0.6992912912038344]","[0.9051063903808594, 0.7273798034667969, 0.6607231750488282, 0.6149923583984375, 0.5882368286132813, 0.5582557067871093, 0.5414769287109376, 0.5218197387695312, 0.5074328033447265, 0.4959979309082031]","[0.7162, 0.7367, 0.7631, 0.7813, 0.7898, 0.8009, 0.8027, 0.8125, 0.8179, 0.8204]"
SGD,0.001,0.3,0.0,layernorm,128,10,0.8747857379506646,0.6102343872070313,0.7748,0.7748,9,"[2.075863040840702, 1.5797567636981955, 1.355308631081571, 1.2082759547335253, 1.104099556454209, 1.0413520464510806, 0.9856353397054205, 0.9457595805877815, 0.9054051990956385, 0.8747857379506646]","[1.4516863159179687, 1.0846625854492187, 0.9008677978515625, 0.7970883544921875, 0.742879345703125, 0.7062495849609375, 0.6735011413574219, 0.6475325561523437, 0.6228587890625, 0.6102343872070313]","[0.5806, 0.677, 0.7156, 0.7351, 0.7466, 0.7533, 0.759, 0.762, 0.7685, 0.7748]"
SGD,0.001,0.3,0.0,layernorm,256,10,1.051102143145622,0.6931764953613281,0.7731,0.7731,9,"[2.1825036053961897, 1.7675637610415196, 1.5740560577270832, 1.4397622412823616, 1.3363421790143277, 1.2566327967542283, 1.190918942968896, 1.1398508470109168, 1.0892330443605465, 1.051102143145622]","[1.6289505981445314, 1.34054912109375, 1.150537841796875, 1.006262322998047, 0.9167576721191406, 0.8563005737304688, 0.7979855773925781, 0.7584966125488282, 0.71781455078125, 0.6931764953613281]","[0.5303, 0.6222, 0.6839, 0.7122, 0.7342, 0.7447, 0.7536, 0.7622, 0.7687, 0.7731]"
SGD,0.001,0.3,0.0001,None,64,10,0.7748836461287826,0.5734259399414062,0.7839,0.7839,9,"[1.8928199437127184, 1.385321955945192, 1.1658601261405295, 1.0378333292027782, 0.9624435547064109, 0.9051948637723415, 0.866627311274441, 0.8327439125539906, 0.8044671791194599, 0.7748836461287826]","[1.2578384033203125, 0.9350841430664063, 0.8021790405273438, 0.7364635925292968, 0.6834043273925782, 0.6498290283203125, 0.6271979125976562, 0.6065213012695313, 0.5869226318359375, 0.5734259399414062]","[0.6412, 0.7091, 0.7248, 0.7382, 0.7545, 0.7608, 0.7683, 0.7736, 0.7818, 0.7839]"
SGD,0.001,0.3,0.0001,None,128,10,0.9236096554219342,0.6668857604980468,0.759,0.759,9,"[2.122197051038112, 1.772493272447891, 1.4892950210489952, 1.3088382879045726, 1.1885239666204717, 1.103277351683391, 1.042194147226907, 0.989602627657624, 0.9574581491413401, 0.9236096554219342]","[1.7852216796875, 1.32902265625, 1.0495337829589844, 0.9078719909667968, 0.8278186279296875, 0.7669751892089843, 0.7282464965820312, 0.7031492309570313, 0.6820900573730468, 0.6668857604980468]","[0.5584, 0.6663, 0.6976, 0.7177, 0.728, 0.7375, 0.744, 0.7504, 0.7555, 0.759]"
SGD,0.001,0.3,0.0001,None,256,10,1.1786124097540023,0.8381905883789063,0.7225,0.7225,9,"[2.254665870869413, 2.0267893491907323, 1.805224854895409, 1.6423235304812167, 1.508716404184382, 1.4181126848180243, 1.342142439903097, 1.2803353182812955, 1.219966944735101, 1.1786124097540023]","[2.0639356201171877, 1.7357227661132812, 1.437864599609375, 1.25179013671875, 1.1229301513671874, 1.033964697265625, 0.9681845886230469, 0.914202490234375, 0.8717625366210937, 0.8381905883789063]","[0.4099, 0.5899, 0.6145, 0.648, 0.6678, 0.6843, 0.6981, 0.7042, 0.7162, 0.7225]"
SGD,0.001,0.3,0.0001,batchnorm,64,10,0.6943431945243624,0.4949834106445313,0.8222,0.8222,9,"[1.6037432956797228, 1.145011214178, 0.9966074835135739, 0.9101809878339137, 0.8502090476087923, 0.8049782404958058, 0.7729637784871466, 0.7415858296506694, 0.7154840704665255, 0.6943431945243624]","[0.8860877563476562, 0.7239292785644531, 0.651750390625, 0.6099483215332031, 0.5817723815917969, 0.5551694519042969, 0.5347337432861328, 0.5210000122070313, 0.5078071960449219, 0.4949834106445313]","[0.729, 0.7568, 0.7766, 0.7859, 0.7921, 0.8023, 0.807, 0.8115, 0.8151, 0.8222]"
SGD,0.001,0.3,0.0001,batchnorm,128,10,0.8108079725745391,0.5572304138183594,0.7981,0.7981,9,"[1.9358261061121407, 1.3744435605209773, 1.1873191540429333, 1.0832428657678144, 1.0025058850042348, 0.9460252658136363, 0.8986542801867162, 0.8648659424232775, 0.8353894823141443, 0.8108079725745391]","[1.1017277221679687, 0.8741023071289062, 0.7705133117675781, 0.7081693725585938, 0.6636364624023438, 0.6350551696777343, 0.6090020080566406, 0.587147265625, 0.5702091979980469, 0.5572304138183594]","[0.6968, 0.7249, 0.7523, 0.7601, 0.772, 0.7737, 0.7836, 0.7894, 0.7965, 0.7981]"
SGD,0.001,0.3,0.0001,batchnorm,256,10,0.9697330939008835,0.630116259765625,0.7848,0.7848,9,"[2.1667995899281602, 1.5926623339348651, 1.4015415409778027, 1.2743147484799648, 1.187516625384067, 1.1256144581957066, 1.070584296926539, 1.0304845556299738, 0.9983561044043683, 0.9697330939008835]","[1.3094074951171875, 1.0804265625, 0.9328219604492187, 0.8356210021972656, 0.7725516540527344, 0.7288375671386719, 0.69197587890625, 0.6657625915527344, 0.648232763671875, 0.630116259765625]","[0.6576, 0.7077, 0.7329, 0.7488, 0.7602, 0.7679, 0.7728, 0.7773, 0.783, 0.7848]"
SGD,0.001,0.3,0.0001,layernorm,64,10,0.6814395938156002,0.4794856994628906,0.8267,0.8267,9,"[1.7374479527920803, 1.2129453529935401, 1.015425980408817, 0.9054388328274684, 0.8434014481776304, 0.7901737390677812, 0.7533846683403068, 0.7246140858956746, 0.7046581990619712, 0.6814395938156002]","[0.9606610229492187, 0.7388613342285156, 0.64175107421875, 0.5893756286621094, 0.556519775390625, 0.5393612976074219, 0.5216554595947266, 0.5031457214355469, 0.4913734161376953, 0.4794856994628906]","[0.7227, 0.7593, 0.7749, 0.7854, 0.7975, 0.8021, 0.8098, 0.8159, 0.8202, 0.8267]"
SGD,0.001,0.3,0.0001,layernorm,128,10,0.8431229360068022,0.5691718322753906,0.7959,0.7959,9,"[2.027131413345906, 1.4854326326963998, 1.2689838958447421, 1.1422313167088067, 1.0559429528870816, 0.9923382913634213, 0.9432083246296149, 0.8996996668610238, 0.8720164814991738, 0.8431229360068022]","[1.32444365234375, 0.979908251953125, 0.8326709228515625, 0.7518930969238281, 0.7051159301757812, 0.6548956237792969, 0.6306472473144531, 0.6045311401367187, 0.5851668212890625, 0.5691718322753906]","[0.6461, 0.7277, 0.741, 0.7523, 0.7632, 0.7741, 0.7802, 0.7873, 0.7912, 0.7959]"
SGD,0.001,0.3,0.0001,layernorm,256,10,1.0727348010590736,0.7087074462890625,0.7564,0.7564,9,"[2.3188928132361553, 1.9011656127077468, 1.6788918753887745, 1.5107878061051065, 1.396443691659481, 1.295832634986715, 1.2261050244595142, 1.1699589077462542, 1.117244617736086, 1.0727348010590736]","[1.8473864624023437, 1.4724533569335938, 1.2057756958007813, 1.0433744506835938, 0.9400189819335938, 0.8748820495605468, 0.8107736999511719, 0.7704966552734375, 0.7344459899902344, 0.7087074462890625]","[0.5, 0.6056, 0.6649, 0.6983, 0.7179, 0.7298, 0.7386, 0.7442, 0.7513, 0.7564]"
Adam,0.01,0.0,0.0,None,64,10,0.5259073601602745,0.4315809326171875,0.8404,0.8458,7,"[0.7696591955321684, 0.6074670438827482, 0.5719373487650967, 0.5648047785991545, 0.5491832065016731, 0.5388713685243622, 0.5388706048795664, 0.5310416543471025, 0.5248759451673738, 0.5259073601602745]","[0.49197044677734375, 0.4640176818847656, 0.4650372680664063, 0.4320819610595703, 0.46881366577148437, 0.49063771362304687, 0.4528151824951172, 0.4469897705078125, 0.45871217651367185, 0.4315809326171875]","[0.8226, 0.8267, 0.8335, 0.8418, 0.8259, 0.8292, 0.8309, 0.8458, 0.8372, 0.8404]"
Adam,0.01,0.0,0.0,None,128,10,0.4710163104254554,0.4051829132080078,0.8515,0.8573,6,"[0.7687713616311169, 0.5658759635521659, 0.5334322179304257, 0.5024495581065668, 0.4933338413106353, 0.48379493808187146, 0.47805571168470484, 0.4756113595164407, 0.47239400977010665, 0.4710163104254554]","[0.472194677734375, 0.44794249267578123, 0.4145217468261719, 0.39691619567871095, 0.3884844177246094, 0.4211124237060547, 0.3886320678710937, 0.3946202941894531, 0.4198920440673828, 0.4051829132080078]","[0.8208, 0.8338, 0.8471, 0.8499, 0.8557, 0.8422, 0.8573, 0.8565, 0.8401, 0.8515]"
Adam,0.01,0.0,0.0,None,256,10,0.4144816366916007,0.3459982025146484,0.8689,0.8709,8,"[0.7367365849779007, 0.5267748357133663, 0.48261328643940865, 0.46497452588791544, 0.44726592226231354, 0.4338577519071863, 0.43170572582711564, 0.42067148266954624, 0.42219819921128293, 0.4144816366916007]","[0.45076059875488284, 0.38885074462890623, 0.39766134643554685, 0.35720267028808594, 0.3578599151611328, 0.36092658996582033, 0.3590122955322266, 0.34668051452636717, 0.3584322204589844, 0.3459982025146484]","[0.828, 0.8574, 0.8528, 0.8704, 0.8679, 0.862, 0.8663, 0.8686, 0.8709, 0.8689]"
Adam,0.01,0.0,0.0,batchnorm,64,10,0.4328968630098839,0.34078872680664063,0.8813,0.8813,9,"[0.781770500419999, 0.5701436664122762, 0.5221174252567007, 0.5016327670006864, 0.4771089301085167, 0.4629491266411251, 0.44763440133602633, 0.4413775559713337, 0.4356924981704907, 0.4328968630098839]","[0.44970701293945314, 0.4131634094238281, 0.3820320831298828, 0.40264456787109376, 0.36047780151367187, 0.36540070190429685, 0.3353063934326172, 0.3679329833984375, 0.3511687896728516, 0.34078872680664063]","[0.8376, 0.8476, 0.8639, 0.8542, 0.8663, 0.8705, 0.877, 0.8709, 0.8764, 0.8813]"
Adam,0.01,0.0,0.0,batchnorm,128,10,0.40827791078258424,0.34447622985839843,0.8834,0.8834,9,"[0.931373499095567, 0.7030123273319782, 0.6142289574339446, 0.5519683883388413, 0.5075441913436979, 0.47647613744491707, 0.45449186445299244, 0.43541617996529985, 0.4259465353638887, 0.40827791078258424]","[0.50779697265625, 0.4306076171875, 0.38953194580078127, 0.3889718536376953, 0.3568303924560547, 0.3505916717529297, 0.3616135040283203, 0.3818941375732422, 0.3503488494873047, 0.34447622985839843]","[0.8146, 0.8464, 0.8606, 0.8569, 0.8711, 0.8719, 0.8735, 0.8689, 0.8789, 0.8834]"
Adam,0.01,0.0,0.0,batchnorm,256,10,0.42504920807290586,0.3336925888061523,0.8827,0.8849,8,"[0.9093252846535216, 0.6383641415453972, 0.5693430979201134, 0.5293349680748392, 0.5039371726360727, 0.4881970553956133, 0.4717077616681444, 0.46280398457608324, 0.4428863705472743, 0.42504920807290586]","[0.47604805908203124, 0.4193443206787109, 0.38442301025390624, 0.36188180847167967, 0.3535951690673828, 0.3699312561035156, 0.34089973754882813, 0.3445771759033203, 0.3391091644287109, 0.3336925888061523]","[0.8286, 0.8464, 0.8621, 0.8702, 0.8738, 0.8707, 0.8791, 0.8781, 0.8849, 0.8827]"
Adam,0.01,0.0,0.0,layernorm,64,10,0.4262991364894391,0.3607745544433594,0.8752,0.8752,9,"[1.8229901612694583, 1.2352588415018786, 0.8022293712792874, 0.599614962840131, 0.5341440725650615, 0.5028188896299933, 0.48419373186984294, 0.46355995241957687, 0.4450027444787117, 0.4262991364894391]","[1.06033623046875, 0.6896383544921875, 0.4960978302001953, 0.4267913055419922, 0.4112493896484375, 0.42395894775390625, 0.37474949951171876, 0.37977100830078125, 0.3765478698730469, 0.3607745544433594]","[0.5434, 0.7306, 0.8221, 0.8451, 0.8517, 0.8473, 0.8657, 0.8662, 0.8723, 0.8752]"
Adam,0.01,0.0,0.0,layernorm,128,10,0.4346529021700308,0.3790672393798828,0.8742,0.8742,9,"[1.5135598126759153, 1.1430147409693265, 1.079156605927929, 1.0267302339265088, 0.8150012468986674, 0.6316177374137236, 0.5280634809785815, 0.4789282311000295, 0.44887483005584683, 0.4346529021700308]","[0.7719752807617187, 0.6770825012207031, 0.6287127807617188, 0.5856106140136719, 0.5344313842773437, 0.44993630065917967, 0.4153875610351562, 0.40799444885253905, 0.3721031463623047, 0.3790672393798828]","[0.7538, 0.7388, 0.796, 0.7965, 0.8136, 0.8504, 0.8647, 0.8685, 0.868, 0.8742]"
Adam,0.01,0.0,0.0,layernorm,256,10,0.7178527059707236,0.4812744445800781,0.8363,0.8363,9,"[2.0874510161420132, 1.7359352761126579, 1.3922602896994734, 1.0755089133343798, 1.000707508148031, 0.964835199396661, 0.9486251402408519, 0.8797720302926734, 0.7899455757851296, 0.7178527059707236]","[1.5909531127929688, 1.4201873779296874, 0.8906905639648437, 0.6770503112792968, 0.6865959777832031, 0.6383932067871094, 0.6348033203125, 0.5856865478515625, 0.5393081237792968, 0.4812744445800781]","[0.3787, 0.4593, 0.704, 0.7562, 0.7538, 0.7776, 0.7787, 0.8095, 0.8347, 0.8363]"
Adam,0.01,0.0,0.0001,None,64,10,0.5099572735999439,0.4268460113525391,0.8468,0.8468,9,"[0.7551245339580183, 0.6146056050939093, 0.573445859526012, 0.5544997176953724, 0.5467675919217596, 0.5416721275556825, 0.526788682825784, 0.5182077480531705, 0.5167001919832819, 0.5099572735999439]","[0.5581935424804687, 0.46099642333984375, 0.4680248504638672, 0.5028288635253906, 0.44780164489746094, 0.45142069396972656, 0.4364420196533203, 0.4394716125488281, 0.44399053344726563, 0.4268460113525391]","[0.7931, 0.8317, 0.8321, 0.8242, 0.8403, 0.8407, 0.8405, 0.8408, 0.835, 0.8468]"
Adam,0.01,0.0,0.0001,None,128,10,0.46541465053172,0.4227319122314453,0.8372,0.8576,8,"[0.7480608703993531, 0.5733191802430508, 0.5413498515005051, 0.5160455821292487, 0.5094989735815825, 0.49776998340193906, 0.4894624748972179, 0.48183127468837095, 0.4712570223218597, 0.46541465053172]","[0.49153554077148437, 0.45513116455078123, 0.4137928741455078, 0.42972955627441406, 0.4154225372314453, 0.4147310089111328, 0.4038327117919922, 0.39603349914550784, 0.38767938537597657, 0.4227319122314453]","[0.82, 0.8325, 0.8478, 0.833, 0.8435, 0.8448, 0.8469, 0.8536, 0.8576, 0.8372]"
Adam,0.01,0.0,0.0001,None,256,10,0.4103250063480215,0.3779314361572266,0.8633,0.8713,8,"[0.7585648905723653, 0.5481988275304753, 0.49574762354505825, 0.46703534963283133, 0.44436966675393125, 0.4308749148186217, 0.4295728933303914, 0.4146741732637933, 0.4137544352957543, 0.4103250063480215]","[0.4764353607177734, 0.4022255889892578, 0.3782250030517578, 0.38210886840820313, 0.37690713500976564, 0.38132384033203126, 0.3577752716064453, 0.3580457000732422, 0.3525778747558594, 0.3779314361572266]","[0.8294, 0.8544, 0.8591, 0.8608, 0.8592, 0.8653, 0.8711, 0.8692, 0.8713, 0.8633]"
Adam,0.01,0.0,0.0001,batchnorm,64,10,0.41681673018726456,0.3543262176513672,0.8736,0.8767,7,"[0.9352779917117121, 0.7150745948494625, 0.6181619792922474, 0.5375593461112173, 0.5009256615154525, 0.4670284553123181, 0.45303136879192996, 0.4362794383566008, 0.4230627886998628, 0.41681673018726456]","[0.49597579650878904, 0.4287947387695312, 0.40005298156738284, 0.3977259765625, 0.37059777221679685, 0.36657637634277346, 0.37815653076171873, 0.35032884826660154, 0.3662532196044922, 0.3543262176513672]","[0.8224, 0.8449, 0.8604, 0.8565, 0.8624, 0.8708, 0.8658, 0.8767, 0.8666, 0.8736]"
Adam,0.01,0.0,0.0001,batchnorm,128,10,0.42269833605172535,0.3364309173583984,0.8825,0.8825,9,"[0.9507136090732078, 0.7281445661333324, 0.6454299805896369, 0.5834371659166014, 0.5319253208794827, 0.5036182255506008, 0.4876012297581508, 0.46760038043390206, 0.4467697557228715, 0.42269833605172535]","[0.5367884521484375, 0.46211725463867187, 0.4280835357666016, 0.39709198303222654, 0.37220223083496096, 0.3695676391601562, 0.3542150787353516, 0.3570520782470703, 0.35272552795410156, 0.3364309173583984]","[0.8003, 0.8402, 0.8382, 0.8536, 0.8689, 0.8694, 0.8746, 0.8763, 0.8747, 0.8825]"
Adam,0.01,0.0,0.0001,batchnorm,256,10,0.4662592568296067,0.35773868713378904,0.8778,0.8831,7,"[0.9541133284568787, 0.6958683701271706, 0.6210645618590903, 0.5842467843218052, 0.5459970724075398, 0.530234273824286, 0.5074215845858797, 0.4954859767822509, 0.48237501027736257, 0.4662592568296067]","[0.5101028503417969, 0.43966600036621095, 0.3931510894775391, 0.3854541778564453, 0.37192513427734375, 0.35471222229003907, 0.3440874053955078, 0.3330862609863281, 0.36850681762695314, 0.35773868713378904]","[0.8057, 0.8449, 0.857, 0.8661, 0.8655, 0.8712, 0.8753, 0.8831, 0.8747, 0.8778]"
