optimizer,lr,dropout,weight_decay,normalization,batch_size,epochs,final_train_loss,final_test_loss,final_test_accuracy,best_test_accuracy,best_epoch_num,epoch_train_losses,epoch_test_losses,epoch_test_accuracies
SGD,0.01,0.3,0.0001,None,128,10,0.5457893794279363,0.4134066619873047,0.847,0.847,9,"[1.366751979536085, 0.8694971552027314, 0.7572357442333246, 0.6981527991513453, 0.6554264370312315, 0.6233629769226635, 0.5995975525013165, 0.5816880874415197, 0.5643800216824261, 0.5457893794279363]","[0.7141488830566406, 0.6017490356445313, 0.5570061218261719, 0.522115835571289, 0.5007224731445312, 0.47368212280273436, 0.46044778747558596, 0.4415036865234375, 0.4338106658935547, 0.4134066619873047]","[0.7446, 0.7727, 0.7874, 0.8103, 0.8147, 0.8269, 0.8298, 0.8363, 0.8421, 0.847]"
SGD,0.01,0.3,0.0001,None,256,10,0.6158501282651374,0.46570235595703124,0.8296,0.8296,9,"[1.5808534941774735, 1.0464626664810992, 0.8756166432766204, 0.7938729724985488, 0.7363713142719674, 0.700243869994549, 0.6711869648162355, 0.6503687845899704, 0.6285290151200396, 0.6158501282651374]","[0.8732899963378906, 0.6954379699707032, 0.6093478332519531, 0.5687144653320313, 0.5412671020507812, 0.5233606719970703, 0.5046976348876954, 0.49310703125, 0.4810895812988281, 0.46570235595703124]","[0.7262, 0.7541, 0.7733, 0.7879, 0.7936, 0.8058, 0.8078, 0.8195, 0.8223, 0.8296]"
SGD,0.01,0.3,0.0001,batchnorm,64,10,0.4488793565615662,0.34897130126953124,0.8754,0.8754,9,"[0.9762716421694644, 0.6725290112658096, 0.5956316857195613, 0.5513706851933302, 0.5249062060420193, 0.5071078863924247, 0.48774792641591924, 0.4755182934722412, 0.46248257666953335, 0.4488793565615662]","[0.5360917846679687, 0.47109354248046875, 0.43258099670410155, 0.4075784393310547, 0.39316209716796874, 0.3843358428955078, 0.36870703430175783, 0.3595605590820313, 0.36297471618652344, 0.34897130126953124]","[0.7942, 0.8265, 0.8414, 0.8529, 0.8565, 0.8583, 0.866, 0.8715, 0.8717, 0.8754]"
SGD,0.01,0.3,0.0001,batchnorm,128,10,0.5035514977059639,0.3858144561767578,0.8565,0.8585,8,"[1.1432674439477006, 0.7773045469194587, 0.6796255130757655, 0.6274141171720745, 0.5874136511577981, 0.5627852315460441, 0.5425389853240584, 0.5253753159473191, 0.5161448507420798, 0.5035514977059639]","[0.6071813171386718, 0.5319978576660156, 0.47926635437011716, 0.4568901611328125, 0.43204166564941404, 0.42725460510253904, 0.40805764770507813, 0.3941194946289063, 0.38555048828125, 0.3858144561767578]","[0.7796, 0.8035, 0.8239, 0.8321, 0.8403, 0.8409, 0.849, 0.853, 0.8585, 0.8565]"
SGD,0.01,0.3,0.0001,batchnorm,256,10,0.5494945268681709,0.4080204864501953,0.8526,0.8526,9,"[1.3081748602238108, 0.8826007181025566, 0.7666621920910287, 0.7002781903490107, 0.6600810512583306, 0.629214042551974, 0.6015935730426869, 0.5804420022254294, 0.5656708653936995, 0.5494945268681709]","[0.6654885070800781, 0.5674348999023437, 0.5188305480957032, 0.49613847045898435, 0.465716796875, 0.4478869689941406, 0.43698875732421877, 0.4290261077880859, 0.4179423980712891, 0.4080204864501953]","[0.7617, 0.7913, 0.8105, 0.8084, 0.8304, 0.8369, 0.8398, 0.843, 0.8498, 0.8526]"
SGD,0.01,0.3,0.0001,layernorm,64,10,0.4442178818272121,0.3445172058105469,0.8713,0.8722,8,"[1.0158750862200885, 0.6839561930724553, 0.5951951693243055, 0.5514729388995465, 0.5234106716825001, 0.4980060562713822, 0.4797851251068908, 0.46860887154714387, 0.4563588069191874, 0.4442178818272121]","[0.5528102325439453, 0.46387384643554685, 0.43349613037109375, 0.41171622314453127, 0.38388277587890623, 0.3793107849121094, 0.3669066192626953, 0.36188138122558594, 0.34946444396972653, 0.3445172058105469]","[0.7897, 0.8234, 0.8406, 0.8442, 0.8553, 0.8584, 0.8632, 0.8616, 0.8722, 0.8713]"
SGD,0.01,0.3,0.0001,layernorm,128,10,0.49826722955907077,0.36474304504394534,0.8661,0.8661,9,"[1.2530699719243974, 0.8095882958186461, 0.7015894411850586, 0.6428931602664085, 0.5957393244004199, 0.568967322233135, 0.5462792391843124, 0.5226264277627981, 0.5106042159010352, 0.49826722955907077]","[0.6294949890136718, 0.5286721954345703, 0.48128494262695315, 0.4559304931640625, 0.4206591094970703, 0.41772318115234375, 0.3917010772705078, 0.3808905181884766, 0.37455947265625, 0.36474304504394534]","[0.7691, 0.8005, 0.8221, 0.8291, 0.8486, 0.8463, 0.857, 0.8566, 0.8605, 0.8661]"
SGD,0.01,0.3,0.0001,layernorm,256,10,0.5660066551350532,0.42258957824707033,0.8399,0.8399,9,"[1.4319813852614545, 0.9264487842296032, 0.794877632628096, 0.7248405923234655, 0.6813271126848586, 0.6480820556904408, 0.6232378380095706, 0.6005829036235809, 0.5830672808150028, 0.5660066551350532]","[0.7242077514648437, 0.5960648376464843, 0.5402156219482422, 0.5140558898925781, 0.49259708251953127, 0.4704197570800781, 0.45825804748535154, 0.4387977020263672, 0.4279405731201172, 0.42258957824707033]","[0.7423, 0.7835, 0.7976, 0.8024, 0.8182, 0.8197, 0.8286, 0.8339, 0.838, 0.8399]"
SGD,0.001,0.0,0.0,None,64,10,0.7132441302352368,0.5587476806640626,0.7869,0.7869,9,"[1.6969197696841347, 1.1480454319575701, 0.9921007835026234, 0.9045938876773248, 0.8503640180965985, 0.8119569656246507, 0.7804683867865788, 0.7544400434313553, 0.7282104350483494, 0.7132441302352368]","[1.0556802734375, 0.823381884765625, 0.7389909484863281, 0.6858146179199218, 0.6534886840820312, 0.6278112731933594, 0.607186669921875, 0.58752607421875, 0.5708618713378906, 0.5587476806640626]","[0.669, 0.714, 0.7302, 0.7414, 0.756, 0.7625, 0.7649, 0.7746, 0.779, 0.7869]"
SGD,0.001,0.0,0.0,None,128,10,0.8057798797896167,0.6298795166015625,0.7633,0.7633,9,"[1.8613318319259675, 1.3655949073559694, 1.1847936713110918, 1.0675858928959, 0.9953373249914093, 0.9369560201793338, 0.8963282429841536, 0.8627667640572163, 0.8286223844932848, 0.8057798797896167]","[1.326776806640625, 1.0244099365234376, 0.9009607666015625, 0.8194656799316407, 0.7671407470703125, 0.7283541931152344, 0.6944984924316406, 0.6712523681640625, 0.6479056457519531, 0.6298795166015625]","[0.5905, 0.6608, 0.6932, 0.7179, 0.7281, 0.7327, 0.7486, 0.7523, 0.7603, 0.7633]"
SGD,0.001,0.0,0.0,None,256,10,1.0412646542204187,0.8209592163085937,0.7257,0.7257,9,"[2.1858199697859746, 1.9229810486448573, 1.662979794563131, 1.4696197732965997, 1.3342006049257644, 1.245870556729905, 1.173921943471787, 1.1243628248255304, 1.076706804366822, 1.0412646542204187]","[2.010347998046875, 1.6595464599609375, 1.3702666748046874, 1.1854116455078125, 1.0709077270507812, 0.9919201904296875, 0.9329810852050782, 0.8867155395507812, 0.85261865234375, 0.8209592163085937]","[0.4331, 0.5694, 0.6186, 0.6445, 0.6664, 0.6794, 0.6963, 0.7095, 0.7186, 0.7257]"
SGD,0.001,0.0,0.0,batchnorm,64,10,0.5801944812414235,0.445261572265625,0.8381,0.8381,9,"[1.3253394540693206, 0.9264641291678333, 0.8147270343324015, 0.7482685393679624, 0.7036619295380009, 0.6694277132879188, 0.6452991520799299, 0.6207664909202661, 0.6009641473672029, 0.5801944812414235]","[0.7475156311035156, 0.6344853698730468, 0.5803301513671875, 0.5390377349853516, 0.5171747314453125, 0.49846880493164064, 0.4835807403564453, 0.4685953094482422, 0.45412257690429686, 0.445261572265625]","[0.757, 0.7789, 0.7907, 0.8017, 0.8087, 0.8173, 0.8212, 0.8283, 0.835, 0.8381]"
SGD,0.001,0.0,0.0,batchnorm,128,10,0.681683636232734,0.5131018005371094,0.8199,0.8199,9,"[1.5813081528840542, 1.136826450128291, 0.9849082963553064, 0.8943160524500459, 0.8336043192633688, 0.7861890332785242, 0.7551721991506467, 0.7269895438954774, 0.7033168997591747, 0.681683636232734]","[0.993825146484375, 0.79966630859375, 0.7013613830566406, 0.6444428894042968, 0.6103920349121094, 0.582240478515625, 0.5596405029296875, 0.5401637573242187, 0.5266297027587891, 0.5131018005371094]","[0.6939, 0.7422, 0.7633, 0.7785, 0.7889, 0.7954, 0.803, 0.8091, 0.8117, 0.8199]"
SGD,0.001,0.0,0.0,batchnorm,256,10,0.7792270939400856,0.562734765625,0.8025,0.8025,9,"[1.791465488393256, 1.2602313675778978, 1.103812533743838, 1.0107616797406622, 0.9460135609545606, 0.8960850241336417, 0.8568992693373497, 0.8284073570941357, 0.7978809663589964, 0.7792270939400856]","[1.1180406494140624, 0.9008107360839843, 0.7883136108398437, 0.7238897766113281, 0.6766997009277343, 0.6433846740722656, 0.6178640930175782, 0.5970128723144531, 0.5777596069335937, 0.562734765625]","[0.6808, 0.7294, 0.7518, 0.7632, 0.7736, 0.7806, 0.7881, 0.7919, 0.7977, 0.8025]"
SGD,0.001,0.0,0.0,layernorm,64,10,0.5424386053197165,0.41733720092773435,0.8502,0.8502,9,"[1.35705244985979, 0.9278527704129087, 0.790806928613801, 0.7162382173449245, 0.6659030438676826, 0.628518288005898, 0.6004446001449374, 0.577824716660768, 0.5592953994520692, 0.5424386053197165]","[0.7770927673339844, 0.6200007568359375, 0.5568199584960938, 0.5093752410888672, 0.48180949401855466, 0.4612400939941406, 0.44621046447753904, 0.43832257995605467, 0.4235717987060547, 0.41733720092773435]","[0.7465, 0.7852, 0.8069, 0.8204, 0.8309, 0.8336, 0.8401, 0.8434, 0.8469, 0.8502]"
